X,Y,OBJECTID,LRSDate,RouteIdentifier,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,AccumulatedRouteMile,AADT,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,DirectionOfTravel,Location,GlobalID,ReportingYear
-123.408502699,46.999913931,106,2021/12/31 08:00:00+00,012,012,,,19.93,24000,,,,Bothways,Before Milepost 19.94 A: LEFT ON RAMP 3RD ST,{4F64F98F-DB77-47A2-9AB7-7F35C3702F6D},2021
-118.372208863,47.1135935790001,107,2021/12/31 08:00:00+00,090,090,,,219.31,20000,,,,Bothways,After Milepost 221.59 A: LEFT OFF RAMP SR 395 SB-DANEKAS RD,{4716506C-8B65-472D-BBFB-EAD84C122EC1},2021
-117.841167799,48.8720791650001,108,2021/12/31 08:00:00+00,025,025,,,109.03,700,4.4000001,19.93,1.83,Bothways,After Milepost 109.08 A: RIGHT INTERSECTION JOHNSON GRADE RD,{D7F4480D-E2CD-4F7B-B1B9-8571E040FAA1},2021
-119.594843845,48.3560501330001,109,2021/12/31 08:00:00+00,215,215,,,0.0099999998,4200,5.8899999,1.02,0.079999998,Bothways,"After Milepost 0.00 A: BOTHWAYS INTERSECTION SR 20, BEGIN ROUTE",{CDB04187-8F8B-443A-91A9-06F255B6C500},2021
-120.587628641,47.5560593970001,110,2021/12/31 08:00:00+00,002,002,,,104.89,17000,4.2800002,4.0500002,0.41999999,Bothways,"Before Milepost 104.84 A: LEFT ON RAMP WEIGH STATION, PERMANENT TRAFFIC RECORDER R047 EAST",{EC648BE6-BEC6-4F98-8C29-197CEF39B9D7},2021
-122.962359347,46.8915092570001,111,2021/12/31 08:00:00+00,005,005,,,94.93,65000,,,,Bothways,Before Milepost 94.87 A: RIGHT OFF RAMP SR 121,{F23CD9F1-1797-4702-AD25-0BE537183474},2021
-122.20764566,47.7589847020001,112,2021/12/31 08:00:00+00,522,522,,,9.7600002,39000,,,,Bothways,Before Milepost 9.77 A: LEFT INTERSECTION BOTHELL WAY NE,{FB391203-6ACF-44DA-8A38-E6429EAC0A01},2021
-123.286644216,47.054077013,113,2021/12/31 08:00:00+00,008,008,,,6.02,20000,,,,Bothways,"Before Milepost 6.03 A: CENTER INTERSECTION MEDIAN XROAD,  LEFT INTERSECTION SR 108",{3FC11090-6980-4BB9-91A6-798C4E6A6B7B},2021
-122.31080742,47.803772866,114,2021/12/31 08:00:00+00,005,005,,,179.60001,187000,,,,Bothways,After Milepost 179.61 A: RIGHT ON RAMP 220TH ST SW,{B980E44D-6766-45A4-A4F1-587CF5CD9E1A},2021
-122.109960741,47.8781901630001,115,2021/12/31 08:00:00+00,096,096,,,6.7399998,2900,,,,Bothways,"Before Milepost 6.75 A: BOTHWAYS INTERSECTION SR 9, END ROUTE",{99F48A87-520F-448F-97AD-67C49208746C},2021
-122.49770317,47.798933419,116,2021/12/31 08:00:00+00,104COKNGSTN,104,CO,KNGSTN,0.27000001,3500,,,,Westbound,After Milepost 24.79 A: BOTHWAYS INTERSECTION IOWA AVE,{EB3EAD38-0837-452D-BF2A-6C4640EF7F3D},2021
-118.935753884,46.138339568,117,2021/12/31 08:00:00+00,012,012,,,298.85001,12000,,,,Bothways,After Milepost 301.62 A: LEFT WYE CONNECTION DODD-IOWA BEEF RD,{126F2E1A-A190-4AF0-A451-003D94B26745},2021
-120.900799215,47.1863345830001,118,2021/12/31 08:00:00+00,970,970,,,0.25,6000,4.6700001,11.2,1.08,Bothways,After Milepost 0.24 A: RIGHT ON RAMP SR 90,{86CAFFE7-E470-4A0F-8664-77FA97559039},2021
-122.082916617,47.5567028890001,119,2021/12/31 08:00:00+00,090,090,,,12.72,107000,2.0999999,2.5699999,0.30000001,Bothways,At Milepost 14.65 A: PERMANENT TRAFFIC RECORDER S825,{FB887752-5ED7-4CB1-BBB9-CC605B783FBC},2021
-119.743989742,46.2147012840001,120,2021/12/31 08:00:00+00,082,082,,,82.309998,18000,,,,Bothways,At Milepost 82.34 A: BOTHWAYS UNDERCROSSING SR 22,{B677AA7F-C414-4841-95E9-60AC530E7739},2021
-122.291723616,47.3756138680001,121,2021/12/31 08:00:00+00,005,005,,,148.05,196000,,,,Bothways,At Milepost 148.07 A: PERMANENT TRAFFIC RECORDER S809,{364559A3-30C5-4D93-89FB-F0C2EF5091D1},2021
-122.312046039,47.33601522,122,2021/12/31 08:00:00+00,099,099,,,7.73,37000,,,,Bothways,"After Milepost 11.37 A: CENTER INTERSECTION U-TURN ACCESS,  LEFT INTERSECTION SR 509",{CA313BA4-60E4-40D8-B77D-C11A8B8147A0},2021
-119.024632299,46.431443684,123,2021/12/31 08:00:00+00,395,395,,,42.919998,18000,5.54,15.63,2.73,Bothways,After Milepost 36.15 A: RIGHT WYE CONNECTION E ELM RD,{EDF67BA8-9787-4A35-9524-E1CEE2FB1AB0},2021
-122.923720361,46.146092916,124,2021/12/31 08:00:00+00,004,004,,,60.77,17000,,,,Bothways,"Before Milepost 60.79 A: RIGHT INTERSECTION CATLIN ST,  RIGHT INTERSECTION WASHINGTON WAY",{B069DBCE-2310-446A-8136-56DB4DCF8D00},2021
-122.408156361,47.15897355,125,2021/12/31 08:00:00+00,512,512,,,3.45,85000,,,,Bothways,Before Milepost 3.46 A: LEFT ON RAMP PORTLAND AVE,{58ADF2F5-B094-4051-B043-6664AE04B664},2021
-122.610708412,47.534018793,126,2021/12/31 08:00:00+00,166,166,,,4.71,15000,,,,Bothways,Before Milepost 4.69 A: RIGHT INTERSECTION KIDD AVE,{B3551034-9AAD-421C-B857-15D718973589},2021
-122.485446853,48.938983815,127,2021/12/31 08:00:00+00,539,539,,,10.79,17000,,,,Bothways,Before Milepost 10.80 A: BOTHWAYS INTERSECTION FRONT ST,{41E8A1EB-1C39-4FE9-83D7-3A3EF141FFE4},2021
-118.697656238,48.6529684020001,128,2021/12/31 08:00:00+00,020,020,,,303.98001,2200,7.2800002,1.87,0.17,Bothways,At Milepost 304.60 A: PERMANENT TRAFFIC RECORDER S820,{C146DACB-D09D-40E8-BEDB-3A50A5D22137},2021
-119.813451735,47.612779614,129,2021/12/31 08:00:00+00,172,172,,,0.0099999998,340,11.88,4.9699998,2.49,Bothways,"After Milepost 0.00 A: BOTHWAYS INTERSECTION SR 2, BEGIN ROUTE",{6E3898E9-CCB7-4E6B-B389-FB17BBF8CDEF},2021
-122.903262749,46.109829507,130,2021/12/31 08:00:00+00,432,432,,,9.0699997,39000,,,,Bothways,Before Milepost 9.09 A: LEFT ON RAMP DIKE RD,{AF1E97B2-ADC2-4F35-B9DB-22C71133AFF3},2021
-122.274570142,47.4851680720001,131,2021/12/31 08:00:00+00,599,599,,,0.28,46000,,,,Bothways,After Milepost 0.27 A: LEFT OFF RAMP SR 5,{FCFBF7F2-3942-4628-B84D-5F0808B8A37D},2021
-122.317612777,47.777910171,132,2021/12/31 08:00:00+00,005,005,,,177.75999,152000,,,,Bothways,"At Milepost 177.78 A: END INCREASING BRIDGE SR 104,  END DECREASING BRIDGE SR 104",{993B7C80-E1D2-42D6-A063-16B25F0DD4BE},2021
-119.874665675,47.2330954130001,133,2021/12/31 08:00:00+00,028,028,,,32.82,11000,,,,Bothways,After Milepost 28.74 A: RIGHT WYE CONNECTION R NW,{C57330FD-C9A1-4F7B-B5A3-8884718D1293},2021
-119.290903994,46.2613229520001,134,2021/12/31 08:00:00+00,240,240,,,32.790001,43000,,,,Bothways,Before Milepost 34.57 A: RIGHT OFF RAMP SR 182,{E2602446-F8A7-47FC-8AE7-6FE701F992E7},2021
-117.396219654,47.7554778480001,135,2021/12/31 08:00:00+00,002,002,,,286.07001,27000,,,,Bothways,After Milepost 294.16 A: RIGHT WYE CONNECTION NEVADA ST,{EEB9C23E-300B-4E43-B771-BFE02C9B4734},2021
-117.039514438,46.9302931180001,136,2021/12/31 08:00:00+00,272,272,,,19.219999,1000,6.0999999,3.3599999,0.70999998,Bothways,At Milepost 19.23 A: END ROUTE,{D36C36EB-F647-4C94-8DB1-AD2FBC50A587},2021
-122.88273134,47.959274425,137,2021/12/31 08:00:00+00,101,101,,,283.66,9600,5.0100002,5.8299999,1.02,Bothways,Before Milepost 284.63 A: LEFT ON RAMP SR 104,{5A2FFF84-2A35-45F9-B486-55B881228281},2021
-122.268783294,47.4723136650001,138,2021/12/31 08:00:00+00,005,005,,,155.17,220000,,,,Bothways,After Milepost 155.18 A: RIGHT ON RAMP SOUTHCENTER BLVD,{1C39A25C-94B3-422C-BBBD-1C440BACEF9E},2021
-120.3173446,46.3770851640001,139,2021/12/31 08:00:00+00,022,022,,,2.78,11000,,,,Bothways,Before Milepost 3.48 A: BOTHWAYS INTERSECTION MADISON AVE,{B68E89BF-8353-4E1D-98D7-BF26A4E91A3F},2021
-119.056459522,47.915249868,140,2021/12/31 08:00:00+00,155,155,,,22.780001,1400,7.4000001,2.71,0.25,Bothways,Before Milepost 22.79 A: LEFT INTERSECTION AIRPORT RD,{4B629B8E-3D86-4BE4-8C6A-97A7F1733CDE},2021
-122.552567748,45.682521906,141,2021/12/31 08:00:00+00,503,503,,,1.05,40000,5.1199999,2.53,0.029999999,Bothways,"After Milepost 1.04 A: RIGHT WYE CONNECTION SR 500,  LEFT WYE CONNECTION PADDEN PKWY",{C7C43AB0-27EC-4811-BF25-A06B1500D8F3},2021
-122.223065217,47.9226485410001,142,2021/12/31 08:00:00+00,526,526,,,3.74,72000,,,,Bothways,After Milepost 3.73 A: LEFT OFF RAMP EVERGREEN WAY,{2077B7E8-F785-48DA-A84D-25596E33CC54},2021
-122.184772901,48.1060570810001,143,2021/12/31 08:00:00+00,005,005,,,202.85001,102000,,,,Bothways,After Milepost 202.87 A: RIGHT ON RAMP 116TH ST NE,{21C74D79-8BC9-4BB3-99B7-87E2CEC08BEB},2021
-122.20265893,47.3024476310001,144,2021/12/31 08:00:00+00,018,018,,,5.79,61000,3.8900001,6.0500002,0.38999999,Bothways,At Milepost 5.26 A: PERMANENT TRAFFIC RECORDER P20,{1A3733B8-03E9-4637-9E56-DF0089E5F045},2021
-120.799259683,45.7018019560001,145,2021/12/31 08:00:00+00,014,014,,,102.16,1400,7.0999999,18.58,0.89999998,Bothways,At Milepost 102.27 A: PERMANENT TRAFFIC RECORDER R077,{2BA057AD-6AE1-4389-BB1A-A8706EDFC1EF},2021
-122.781072975,46.8608422950001,146,2021/12/31 08:00:00+00,507,507,,,18.18,5200,,,,Bothways,After Milepost 17.85 A: LEFT INTERSECTION MILITARY RD SE,{50E35EDC-DF0B-4729-871A-49DA15204E48},2021
-123.889367364,46.9808742660001,147,2021/12/31 08:00:00+00,109COHQUIAM,109,CO,HQUIAM,0.0099999998,4700,2.99,0.94,0.029999999,Southbound,"After Milepost 0.14 A: RIGHT INTERSECTION 3RD ST,  LEFT INTERSECTION SR 109-EMERSON AVE, BEGIN ROUTE",{A1E1170B-5138-48D9-8CF7-B111F0C8385C},2021
-117.04539971,46.4199353920001,148,2021/12/31 08:00:00+00,012,012,,,430.48001,11000,,,,Bothways,"After Milepost 433.74 A: RIGHT INTERSECTION SR 129 SP6THST (SPUR),  LEFT INTERSECTION 6TH ST",{53314F2F-28A3-43C1-8819-B87D2E949B88},2021
-119.449493188,47.1039728430001,149,2021/12/31 08:00:00+00,090,090,,,167.95,18000,,,,Bothways,At Milepost 169.67 A: BOTHWAYS UNDERCROSSING HIAWATHA VALLEY RD,{78E6563E-330E-46EA-908D-510482976325},2021
-118.356456443,46.075012681,150,2021/12/31 08:00:00+00,125,125,,,6.5,3200,,,,Bothways,After Milepost 6.51 A: RIGHT INTERSECTION REES AVE,{42BDD888-6A86-493C-B31E-B09E6B615BD8},2021
-122.14601757,47.7328262240001,151,2021/12/31 08:00:00+00,202,202,,,2.5,8700,2.3399999,0.81999999,0.0099999998,Bothways,At Milepost 2.50 A: BEGIN BOTHWAYS BRIDGE SAMMAMISH RIVER,{59D0B171-9BC3-4E08-9A7B-427F28674E87},2021
-121.777266162,47.8679974620001,152,2021/12/31 08:00:00+00,002,002,,,24.27,15000,,,,Bothways,After Milepost 24.18 A: BOTHWAYS ROUNDABOUT RICE RD,{29138EE8-D54E-4632-838D-21F7BD3F6D67},2021
-123.736509301,46.694034319,153,2021/12/31 08:00:00+00,101,101,,,59.43,4800,5.4099998,5.2199998,0.44,Bothways,After Milepost 59.69 A: LEFT WYE CONNECTION SR 105,{2A8CBF81-05B1-4EA4-9900-58C697CFA7E3},2021
-117.382885192,47.7789719730001,154,2021/12/31 08:00:00+00,395SPNSC,395,SP,NSC,4.4400001,11000,,,,Bothways,After Milepost 166.46 A: LEFT OFF RAMP SHADY SLOPE*FARWELL RD,{D7C237BC-462F-4772-BE06-351DEBAF74AA},2021
-122.876500948,46.547357843,155,2021/12/31 08:00:00+00,005,005,,,68.480003,41000,,,,Bothways,At Milepost 68.41 A: BOTHWAYS UNDERCROSSING SR 12,{46031358-ABE8-4644-A957-EBC9E9D05976},2021
-122.123213837,47.3580927630001,156,2021/12/31 08:00:00+00,516,516,,,11.63,26000,,,,Bothways,"Before Milepost 11.37 A: RIGHT ENTRANCE/EXIT BUSINESS PARK,  LEFT INTERSECTION 164TH AVE SE",{DC13730E-39A3-4D4E-B218-B811AAE7AA9A},2021
-122.19224042,46.763201359,157,2021/12/31 08:00:00+00,007,007,,,16.83,5000,5.1199999,3.0999999,0.56999999,Bothways,After Milepost 16.82 A: RIGHT INTERSECTION SR 706,{DCFAC16D-E862-476B-9D44-856EA10E4EA7},2021
-117.361135119,47.6675738590001,158,2021/12/31 08:00:00+00,290,290,,,2.4200001,6300,,,,Bothways,After Milepost 2.48 A: BOTHWAYS INTERSECTION DESMET ST,{DE241B23-202A-4E91-9DF3-C88CE407A5B5},2021
-122.020895594,47.361251173,159,2021/12/31 08:00:00+00,169,169,,,11.43,20000,,,,Bothways,"Before Milepost 11.44 A: RIGHT INTERSECTION KENT KANGLEY RD,  LEFT INTERSECTION SR 516",{D6D39E1E-283D-4F7F-8650-87F71598DE18},2021
-117.226181297,47.6741989280001,160,2021/12/31 08:00:00+00,090,090,,,288.17999,96000,,,,Bothways,Before Milepost 290.50 A: RIGHT OFF RAMP EVERGREEN RD,{A8F60669-2161-460D-BA3D-84EEEC563A60},2021
-124.053669702,46.367727905,161,2021/12/31 08:00:00+00,103,103,,,2.53,7200,,,,Bothways,After Milepost 2.52 A: BOTHWAYS INTERSECTION PIONEER RD,{B785D83B-6BE2-4A35-ADA5-2CF4F0016DD8},2021
-120.940379533,47.196103152,162,2021/12/31 08:00:00+00,903,903,,,2.0699999,4200,6.29,1.41,0.050000001,Bothways,"After Milepost 2.06 A: RIGHT INTERSECTION OAKES AVE,  RIGHT INTERSECTION SECOND ST W",{9D2FEB60-FF7B-4FCE-B27C-E79AF8425BCE},2021
-119.468743571,48.651365986,163,2021/12/31 08:00:00+00,097,097,,,295.85001,4600,6.7800002,4.7800002,1.09,Bothways,"Before Milepost 310.82 A: RIGHT INTERSECTION MCLAUGHLIN CANYON RD,  LEFT INTERSECTION FISHER RD",{6C074D5C-8489-437B-BBA6-A3A6E5B69147},2021
-117.413576558,48.728726968,164,2021/12/31 08:00:00+00,031,031,,,3.1099999,1900,,,,Bothways,"After Milepost 3.10 A: RIGHT INTERSECTION SULLIVAN LAKE RD,  LEFT INTERSECTION ELIZABETH AVE",{8C1FBC46-8C75-4D70-BF31-CBD098965D85},2021
-120.014836395,47.8396923820001,165,2021/12/31 08:00:00+00,097AR,097,AR,,34.450001,7100,3.8699999,1.26,0.11,Bothways,"Before Milepost 234.20 A: LEFT INTERSECTION WOODIN AVE,  LEFT INTERSECTION SR 150",{9EF0FC2B-34D5-4D66-925F-437E1FB1F0F7},2021
-122.225560186,48.5143275720001,166,2021/12/31 08:00:00+00,009,009,,,57.080002,8700,,,,Bothways,"After Milepost 57.43 A: RIGHT INTERSECTION MCGARIGLE RD,  LEFT INTERSECTION JOHN LINER RD",{23DB32BB-8913-4EE1-BB7F-84DBBC7BD8BD},2021
-122.663448506,47.5708401410001,167,2021/12/31 08:00:00+00,310,310,,,1.05,34000,,,,Bothways,"After Milepost 1.04 A: RIGHT INTERSECTION ADELE AVE,  LEFT INTERSECTION MARINE DR",{6370A040-B382-4D5E-A026-651196264C7F},2021
-123.604910944,46.3561923570001,168,2021/12/31 08:00:00+00,004,004,,,17.360001,1100,7.0599999,4.1599998,0.31,Bothways,At Milepost 17.37 A: END BOTHWAYS BRIDGE HULL CREEK,{EC0887FD-3828-4433-87F0-A7F4B3C75744},2021
-122.76454539,47.0563395350001,169,2021/12/31 08:00:00+00,510,510,,,0.51999998,25000,,,,Bothways,After Milepost 2.64 A: RIGHT WYE CONNECTION MARTIN WAY SE,{6BD0EAF9-AC78-41FF-B403-3E4C0E192B74},2021
-122.515950197,47.258573228,170,2021/12/31 08:00:00+00,163,163,,,0.1,26000,,,,Bothways,After Milepost 0.09 A: LEFT WYE CONNECTION SR 16 WB RAMP,{0E8D965E-C624-4770-A7F4-F056EF768B3D},2021
-122.172506619,48.15225501,171,2021/12/31 08:00:00+00,531,531,,,7.1100001,25000,,,,Bothways,Before Milepost 7.12 A: BOTHWAYS INTERSECTION 43RD AVE NE,{E48A2053-6932-443F-B8AB-AA98F54B887E},2021
-122.644087139,48.416753278,172,2021/12/31 08:00:00+00,020,020,,,42.369999,16000,3.4400001,2.5899999,0.27000001,Bothways,After Milepost 42.77 A: LEFT INTERSECTION ROSARIO RD,{F9FFF7A5-97C6-4377-81B8-29E140E46EE1},2021
-121.536065864,46.979971376,173,2021/12/31 08:00:00+00,410,410,,,48.59,1400,,,,Bothways,Before Milepost 57.49 A: LEFT INTERSECTION CRYSTAL MOUNTAIN BLVD,{97CF1B35-6008-4059-A6AA-02962AFCFE1E},2021
-122.175806068,47.5802006110001,174,2021/12/31 08:00:00+00,090,090,,,7.9400001,62000,,,,Bothways,After Milepost 9.87 A: LEFT ON RAMP RICHARDS RD,{22BA6B59-7C71-45A1-B460-78CA2250866B},2021
-117.239872975,47.649709741,175,2021/12/31 08:00:00+00,027,027,,,87.230003,15000,,,,Bothways,Before Milepost 84.94 A: BOTHWAYS INTERSECTION 8TH AVE,{EA2CEC43-0C6F-4ACA-8602-78DECE38A35F},2021
-119.748408574,46.2060245760001,176,2021/12/31 08:00:00+00,221,221,,,25.940001,2500,5.9899998,21.82,4.0300002,Bothways,"Before Milepost 26.07 A: BOTHWAYS INTERSECTION SR 22, END ROUTE",{75CD9E20-3A10-4CC7-A55A-3A39C717068B},2021
-117.164766319,46.7231337740001,177,2021/12/31 08:00:00+00,270,270,,,3.4400001,12000,,,,Bothways,After Milepost 3.43 A: RIGHT INTERSECTION BISHOP BLVD,{67A08D6B-3297-475E-93D4-3AE4F96CF906},2021
-124.356491429,47.8869669250001,178,2021/12/31 08:00:00+00,101,101,,,184.48,2200,,,,Bothways,"After Milepost 185.06 A: RIGHT INTERSECTION KALLMAN RD,  LEFT INTERSECTION PVT RD",{3F0813C4-B707-4FDC-B21F-551FCAFF2D0F},2021
-122.467748655,47.1748540670001,179,2021/12/31 08:00:00+00,005,005,,,128.53,170000,,,,Bothways,Before Milepost 128.48 A: LEFT ON RAMP 84TH ST,{02FCB0F9-0E53-4CA9-A8A5-2C48E9C1689F},2021
-123.145707322,47.251983206,180,2021/12/31 08:00:00+00,101,101,,,342.48001,12000,4.98,2.49,0.2,Bothways,After Milepost 343.44 A: RIGHT INTERSECTION SR 102,{C6C3D2A5-5998-41FD-B578-2FD9AAF3C888},2021
-122.730964038,45.656067023,181,2021/12/31 08:00:00+00,501,501,,,3.8099999,1400,2.77,2.77,0.22,Bothways,After Milepost 4.10 A: LEFT INTERSECTION OLD LOWER RIVER RD,{93E7DCF5-D81D-445B-B939-29798BD7FEB0},2021
-122.224155889,47.4778168080001,182,2021/12/31 08:00:00+00,900,900,,,3.6099999,12000,,,,Bothways,After Milepost 9.53 A: BOTHWAYS INTERSECTION STEVENS AVE SW,{AF0ADAC7-D714-4090-8347-417A16A00E9E},2021
-123.709261002,46.6776061130001,183,2021/12/31 08:00:00+00,006,006,,,1.14,4800,,,,Bothways,After Milepost 1.13 A: RIGHT INTERSECTION OLIVE ST,{37A38CA0-8C9B-4BAB-B90D-1B390DA4E962},2021
-119.27834964,47.1434474530001,184,2021/12/31 08:00:00+00,017,017,,,47.220001,11000,,,,Bothways,At Milepost 54.73 A: BOTHWAYS UNDERCROSSING STRATFORD RD,{7D805EEE-A887-47D9-A3F5-0AFCBB9E2222},2021
-122.527290871,45.597950349,185,2021/12/31 08:00:00+00,014,014,,,7.3299999,78000,3.0699999,1.7,0.16,Bothways,After Milepost 7.31 A: RIGHT ON RAMP SR 205,{3D1BA928-F1A8-4391-904D-77CCE0CDEBA7},2021
-122.27044678,46.2872412130001,186,2021/12/31 08:00:00+00,504,504,,,45.139999,560,4.79,0.25,0,Bothways,After Milepost 45.18 A: RIGHT INTERSECTION HUMMOCKS TRAILHEAD-FS RD,{6C9A7E5D-BF8C-4E22-8C21-6C8B37094D05},2021
-123.600913002,46.9746080520001,187,2021/12/31 08:00:00+00,107,107,,,7.8600001,4400,5.0300002,5.7199998,0.51999998,Bothways,"Before Milepost 7.91 A: RIGHT OFF RAMP SR 12,  LEFT ON RAMP SR 12",{A738E5D3-AC74-430A-8277-E71C17100D72},2021
-117.990989991,46.314816867,188,2021/12/31 08:00:00+00,012,012,,,363.37,5200,,,,Bothways,Before Milepost 366.57 A: LEFT INTERSECTION WAGON RD,{FCCF51CB-7CA2-48CB-9471-1BA53135460D},2021
-122.463809638,48.7709035450001,189,2021/12/31 08:00:00+00,005LX25482,005,LX,25482,0.07,31000,2.96,1.28,0.090000004,Bothways,On LX RAMP (SUNSET DR) At BOTHWAYS MISCELLANEOUS FEATURE SR 5 OXING WPS-BEG SR542,{83B4D0C7-C007-46B2-9188-3899D5B73E1D},2021
-121.130654254,47.217528273,190,2021/12/31 08:00:00+00,090,090,,,72.330002,33000,,,,Bothways,"At Milepost 74.05 A: BEGIN INCREASING BRIDGE W NELSON RD,  BEGIN DECREASING BRIDGE W NELSON RD",{D0C4FE36-18DB-495C-B5E5-1F39B460F20B},2021
-117.358361702,47.214630544,191,2021/12/31 08:00:00+00,195,195,,,61.09,4600,7.3600001,9.6000004,2.0699999,Bothways,After Milepost 62.94 A: LEFT OFF RAMP ROSALIA RD,{1E071C6D-12FA-4EA6-A231-017B0EEB7112},2021
-124.005238726,46.3218845120001,192,2021/12/31 08:00:00+00,101,101,,,9.3800001,7900,,,,Bothways,Before Milepost 9.39 A: RIGHT WYE CONNECTION SR 101 AR (ALTERNATE),{B81CCFCE-B087-4F4D-BB76-705996FF31F5},2021
-117.936652665,48.5669229220001,193,2021/12/31 08:00:00+00,395,395,,,236.47,9300,,,,Bothways,After Milepost 231.72 A: RIGHT INTERSECTION WILLIAMS LAKE RD,{DC034B9F-82B0-42BB-932E-0C6C0FDD76BE},2021
-122.899931326,46.149817211,194,2021/12/31 08:00:00+00,005,005,,,40.259998,55000,,,,Bothways,After Milepost 40.25 A: RIGHT ON RAMP ALLEN ST,{068A6629-099E-4797-9549-9CD9D85A53E7},2021
-122.270917419,47.6701458200001,195,2021/12/31 08:00:00+00,513,513,,,2.8199999,15000,,,,Bothways,After Milepost 2.81 A: RIGHT INTERSECTION NE WINDERMERE RD,{56FF5A36-70C2-46D6-AB4B-E79CEEEC42E8},2021
-122.264745442,49.000030178,196,2021/12/31 08:00:00+00,009SPSUMAS,009,SP,SUMAS,0.0099999998,2000,7.2399998,31.18,3.77,Bothways,"After Milepost 98.00 A: BOTHWAYS INTERSECTION SR 9-CHERRY ST, BEGIN ROUTE",{EF006DE3-75B6-488D-8764-5797FBB93540},2021
-122.248683428,47.2054616820001,197,2021/12/31 08:00:00+00,167,167,,,8.7399998,90000,,,,Bothways,After Milepost 7.49 A: RIGHT ON RAMP SR 410,{80571AE0-B87A-4523-9B24-95DBA151D6E3},2021
-122.484994909,48.964242455,198,2021/12/31 08:00:00+00,546,546,,,0.0099999998,9000,4.5700002,2.6400001,0.55000001,Bothways,"After Milepost 0.00 A: BOTHWAYS INTERSECTION SR 539, BEGIN ROUTE",{4EB9FCCD-5623-416C-950B-66D22A82E7FA},2021
-117.283813201,48.305049646,199,2021/12/31 08:00:00+00,020,020,,,420.70999,1500,,,,Bothways,After Milepost 421.48 A: RIGHT INTERSECTION SR 211,{542C434E-BF06-40B5-B314-AF33FB4C0C49},2021
-119.780822555,48.0845877,200,2021/12/31 08:00:00+00,173,173,,,10.5,3700,,,,Bothways,After Milepost 10.62 A: LEFT INTERSECTION CRANE ORCHARD RD,{72B3766C-897C-4DFB-8619-765DC7835A10},2021
-117.419353133,47.65263602,201,2021/12/31 08:00:00+00,090,090,,,278.64999,105000,,,,Bothways,After Milepost 280.93 A: LEFT OFF RAMP LINCOLN ST,{158235C8-8A3F-4E69-8EB0-CB6F2B771FCC},2021
-120.228038912,47.6279233440001,202,2021/12/31 08:00:00+00,097,097,,,198.42999,6100,6.2600002,6.73,1.05,Bothways,After Milepost 213.36 A: RIGHT INTERSECTION SR 97SPORONDO (SPUR),{FFBB1688-1397-4269-98BF-AAFE95005A8A},2021
-119.835496076,47.234027752,203,2021/12/31 08:00:00+00,028,028,,,34.68,8000,6.8899999,4.2800002,1.86,Bothways,After Milepost 30.60 A: LEFT INTERSECTION P NW,{22738143-6C06-4D42-B758-63216FB21066},2021
-123.046476664,47.2471693850001,204,2021/12/31 08:00:00+00,003,003,,,6.5100002,10000,,,,Bothways,Before Milepost 6.52 A: RIGHT INTERSECTION BAYSHORE DR,{A85D559B-F460-46BB-8A32-DC07F6164872},2021
-117.401108378,47.574550538,205,2021/12/31 08:00:00+00,195,195,,,87.650002,8900,5.3099999,5.0799999,0.88999999,Bothways,"Before Milepost 90.28 A: CENTER INTERSECTION MEDIAN XROAD,  LEFT INTERSECTION MULLEN HILL RD",{ABCC3D95-13AA-463C-BA0E-4B0A32272CC6},2021
-122.608413517,47.7709536020001,206,2021/12/31 08:00:00+00,307,307,,,2.3099999,18000,3.3499999,0.63,0.02,Bothways,At Milepost 2.31 A: PERMANENT TRAFFIC RECORDER R096,{79E300A1-3294-4BEA-94CF-78845CC7434F},2021
-122.671873707,47.558018917,207,2021/12/31 08:00:00+00,003,003,,,37.259998,39000,,,,Bothways,At Milepost 37.31 A: BOTHWAYS UNDERCROSSING W WERNER RD,{D081F2CF-083D-4281-8176-053E635FDC6E},2021
-122.328920036,47.4432289420001,208,2021/12/31 08:00:00+00,509,509,,,27.639999,8000,4.9099998,1.01,0,Bothways,After Milepost 23.88 B: RIGHT WYE CONNECTION S NORMANDY RD,{676AC07E-7A98-494A-99D5-31E017C4D309},2021
-118.14105109,47.6558138840001,209,2021/12/31 08:00:00+00,025,025,,,0.059999999,1500,8.6199999,5.3200002,0.67000002,Bothways,After Milepost 0.05 A: LEFT INTERSECTION SINCLAIR ST,{128D6482-DFDD-401C-B6E6-5AF804C06E53},2021
-122.300512347,46.8872487250001,210,2021/12/31 08:00:00+00,161,161,,,6.0900002,8500,,,,Bothways,Before Milepost 6.10 A: LEFT INTERSECTION EATONVILLE CUTOFF RD,{FAC9BEE7-3A91-41F4-928B-4043761BBAD9},2021
-122.177835227,48.0468283160001,211,2021/12/31 08:00:00+00,529,529,,,7.5300002,16000,,,,Bothways,At Milepost 6.34 A: END BOTHWAYS BRIDGE EBEY SLOUGH,{8062C3ED-5989-4431-868C-18EED3342EF0},2021
-122.793769699,48.0438872670001,212,2021/12/31 08:00:00+00,019,019,,,11.9,14000,,,,Bothways,After Milepost 11.89 A: LEFT INTERSECTION 4 CORNERS RD,{5B0C213C-1C60-4F98-8393-8BE90026530D},2021
